keyid,name,secid,sub_secid
7422,dental equipment,6567,6680
7421,opthamological instruments,6567,6680
7420,defibrillators,6567,6680
7419,blood pressure monitor,6567,6680
7418,ct scanner,6567,6680
7417,medical equipment accessories,6567,6680
7416,microchips modeling,6567,6687
7415,wearable healthcare technology,6567,6687
7414,hybrid surgery services,6567,6687
7413,optogenetics,6567,6687
7412,digestible sensors,6567,6687
7411,tobacco,6565,6676
7410,addictive substances,6565,6676
7409,latakia,6565,6676
7408,tobacco products,6565,6676
7407,dipping tobacco,6565,6676
7406,criollo,6565,6676
7405,cigar,6565,6676
7404,perique,6565,6676
7403,shade tobacco,6565,6676
7402,pipe,6565,6676
7401,chewing tobacco,6565,6676
7400,y1,6565,6676
7399,oriental tobacco,6565,6676
7398,aromatic fire-cured tobacco,6565,6676
7397,brightleaf tobacco,6565,6676
7396,white burley,6565,6676
7395,maduro,6565,6676
7394,type 22,6565,6676
7393,burley,6565,6676
7392,habano,6565,6676
7391,thuoc lao,6565,6676
7390,cavendish,6565,6676
7389,dokha,6565,6676
7388,cigarette,6565,6676
7387,smoking products,6565,6676
7386,corojo,6565,6676
7385,wild tobacco,6565,6676
7384,snuff,6565,6676
7383,wellshire wiener,6565,6675
7382,prosciutto,6565,6675
7381,cheddar,6565,6675
7380,turkey,6565,6675
7379,preservative,6565,6675
7378,meat,6565,6675
7377,sausage,6565,6675
7376,chorizo,6565,6675
7375,salami,6565,6675
7374,baloney,6565,6675
7373,frozen food,6565,6675
7372,hoagie,6565,6675
7371,preserved food,6565,6675
7370,deli products,6565,6675
7369,meatball,6565,6675
7368,knockwurst,6565,6675
7367,beef,6565,6675
7366,patty,6565,6675
7365,hash,6565,6675
7364,cheese,6565,6675
7363,spam,6565,6675
7362,packed food,6565,6675
7361,mortadella,6565,6675
7360,parma,6565,6675
7359,chilli,6565,6675
7358,prepackaged food,6565,6675
7357,precooked meal,6565,6675
7356,butterball,6565,6675
7355,cured meat,6565,6675
7354,bakery products,6565,6675
7353,mustard,6565,6675
7352,avocado,6565,6675
7351,provolone,6565,6675
7350,liverwurst,6565,6675
7349,bratwurst,6565,6675
7348,jerky,6565,6675
7347,ham,6565,6675
7346,wurst,6565,6675
7345,canned food,6565,6675
7344,processed food,6565,6675
7343,bacon,6565,6675
7342,cold cut meat,6565,6675
7341,pickle,6565,6675
7340,boar,6565,6675
7339,bologna,6565,6675
7338,weiner,6565,6675
7337,uncured meat,6565,6675
7336,honey,6565,6675
7335,chicken,6565,6675
7334,gherkin,6565,6675
7333,pepperoni,6565,6675
7332,rotisserie,6565,6675
7331,rasher,6565,6675
7330,brisket,6565,6675
7329,corn,6565,6675
7328,pastrami,6565,6675
7327,shrimp,6565,6674
7326,salmon,6565,6674
7325,game meat,6565,6674
7324,sausage,6565,6674
7323,seafood,6565,6674
7322,prawn,6565,6674
7321,pre-packaged meat,6565,6674
7320,beef,6565,6674
7319,chicken,6565,6674
7318,deli meat,6565,6674
7317,turkey,6565,6674
7316,pork,6565,6674
7315,cured meat,6565,6674
7314,crab,6565,6674
7313,exotic meat,6565,6674
7312,lamb,6565,6674
7311,fish,6565,6674
7310,lobster,6565,6674
7309,tuna,6565,6674
7308,baked goods,6565,6673
7307,candy,6565,6673
7306,produce,6565,6673
7305,specialty food,6565,6673
7304,breakfast cereal,6565,6673
7303,butter,6565,6673
7302,dressing,6565,6673
7301,organic & natural food,6565,6673
7300,jellies,6565,6673
7299,non-dairy products,6565,6673
7298,preserves,6565,6673
7297,gourmet food,6565,6673
7296,confectionary,6565,6673
7295,desserts,6565,6673
7294,stew,6565,6673
7293,jam,6565,6673
7292,poultry,6565,6673
7291,dinner,6565,6673
7290,fish,6565,6673
7289,sauce,6565,6673
7288,lunch,6565,6673
7287,breakfast,6565,6673
7286,cereal,6565,6673
7285,spices,6565,6673
7284,dairy products,6565,6673
7283,gum,6565,6673
7282,herbs,6565,6673
7281,nut butter,6565,6673
7280,meat,6565,6673
7279,mints,6565,6673
7278,organic food,6565,6673
7277,bakery products,6565,6673
7276,natural food,6565,6673
7275,snacks,6565,6673
7274,condiments,6565,6673
7273,soup,6565,6673
7272,sugar,6565,6671
7271,slurpee,6565,6671
7270,sherbet,6565,6671
7269,sherbert,6565,6671
7268,coolaid,6565,6671
7267,slushy,6565,6671
7266,butterbeer,6565,6671
7265,tonic,6565,6671
7264,water,6565,6671
7263,beverage,6565,6671
7262,soda,6565,6671
7261,energy drinks,6565,6671
7260,lemonade,6565,6671
7259,limeade,6565,6671
7258,carbonated drinks,6565,6671
7257,fructose,6565,6671
7256,spritzer,6565,6671
7255,carbonation,6565,6671
7254,rootbeer,6565,6671
7253,granita,6565,6671
7252,juice,6565,6671
7251,diet beverages,6565,6671
7250,caffeinated beverages,6565,6671
7249,sparkling wine,6565,6671
7248,sangaria,6565,6671
7247,water bottling,6565,6671
7246,sangria,6565,6671
7245,slush,6565,6671
7244,uncarbonated beverages,6565,6671
7243,cola,6565,6671
7242,refreshment beverages,6565,6671
7241,sparkling water,6565,6671
7240,fizzy drinks,6565,6671
7239,gingerale,6565,6671
7238,carbonator,6565,6671
7237,syrup,6565,6671
7236,sodastream,6565,6671
7235,vitamin water,6565,6671
7234,koolaid,6565,6671
7233,hooch,6565,6670
7232,bourbon,6565,6670
7231,dewaxation,6565,6670
7230,feedstock,6565,6670
7229,reboiling,6565,6670
7228,brandy,6565,6670
7227,coal,6565,6670
7226,desulphurisation,6565,6670
7225,reflux,6565,6670
7224,naphtha,6565,6670
7223,gasification,6565,6670
7222,condensate drinks,6565,6670
7221,cognac,6565,6670
7220,viniq,6565,6670
7219,distillery,6565,6670
7218,spirits,6565,6670
7217,deionised drinks,6565,6670
7216,miscible,6565,6670
7215,liqueur,6565,6670
7214,liquor,6565,6670
7213,ultrapure,6565,6670
7212,vermouth,6565,6670
7211,decanted drinks,6565,6670
7210,ethane,6565,6670
7209,methanol,6565,6670
7208,fractionate,6565,6670
7207,microreactor,6565,6670
7206,vodka,6565,6670
7205,osmosis,6565,6670
7204,purification,6565,6670
7203,olefin,6565,6670
7202,liquefaction,6565,6670
7201,propylene,6565,6670
7200,undistilation,6565,6670
7199,azeotrope,6565,6670
7198,isomerization,6565,6670
7197,desalination,6565,6670
7196,reformate,6565,6670
7195,residue,6565,6670
7194,distillation,6565,6670
7193,alcohol,6565,6670
7192,ethylene,6565,6670
7191,extraction,6565,6670
7190,whiskey,6565,6670
7189,moonshine,6565,6670
7188,gin,6565,6670
7187,schnapps,6565,6670
7186,dehydrogenation,6565,6670
7185,whisky,6565,6670
7184,demineralization,6565,6670
7183,toluene,6565,6670
7182,bitumen,6565,6670
7181,coldcock,6565,6670
7180,tequila,6565,6670
7179,distiller,6565,6670
7178,alkylation,6565,6670
7177,ethanol,6565,6670
7176,dephlegmation,6565,6670
7175,liquor ,6565,6669
7174,alcoholic beverage ,6565,6669
7173,cider ,6565,6669
7172,brewhouse ,6565,6669
7171,brew ,6565,6669
7170,distillery ,6565,6669
7169,alehouse ,6565,6669
7168,fermented drinks ,6565,6669
7167,keg ,6565,6669
7166,pilsner ,6565,6669
7165,brewer,6565,6669
7164,pilsener ,6565,6669
7163,ale ,6565,6669
7162,brewery ,6565,6669
7161,lager ,6565,6669
7160,carbonation ,6565,6669
7159,draught ,6565,6669
7158,alcohol ,6565,6669
7157,barleywine ,6565,6669
7156,microbrewery ,6565,6669
7155,fermentation ,6565,6669
7154,pale ale ,6565,6669
7153,malt ,6565,6669
7152,pint ,6565,6669
7151,bier ,6565,6669
7150,brewpub ,6565,6669
7149,homebrew ,6565,6669
7148,stout ,6565,6669
7147,barley ,6565,6669
7146,pub ,6565,6669
7145,alesmith,6565,6669
7144,ipa ,6565,6669
7143,beer ,6565,6669
7142,movie theater experience,6573,6736
7141,smart television software,6573,6736
7140,video players,6573,6736
7139,tv operating systems,6573,6736
7138,mood setting equipment,6573,6736
7137,software as a service,6573,6735
7136,computational science software,6573,6735
7135,saas,6573,6735
7134,game engines,6573,6735
7133,operating system,6573,6735
7132,industrial automation,6573,6735
7131,enterprise resources planning,6573,6734
7130,operation planning and scheduler system,6573,6734
7129,travel and tourism applications,6573,6734
7128,manpower solutions,6573,6734
7127,hr systems,6573,6734
7126,quality management system,6573,6734
7125,analysis risk management,6573,6734
7124,didactic system,6573,6734
7123,customer relationship management,6573,6734
7122,crm,6573,6734
7121,asp ,6573,6734
7120,gis,6573,6734
7119,maintenance management system,6573,6734
7118,safety management,6573,6734
7117,healthcare applications,6573,6734
7116,application service providing,6573,6734
7115,games,6573,6734
7114,erp,6573,6734
7113,staffing solutions,6573,6734
7112,internet content management,6573,6734
7111,documental management systems,6573,6734
7110,transport and logistics applications,6573,6734
7109,e-government applications,6573,6734
7108,environment management systems,6573,6734
7107,geographical information systems,6573,6734
7106,database management,6573,6732
7105,project design,6573,6732
7104,data protection,6573,6732
7103,cryptography,6573,6732
7102,analytics software,6573,6732
7101,cloud technologies,6573,6732
7100,data analysis,6573,6732
7099,data processing,6573,6732
7098,process management,6573,6732
7097,technical documentation,6573,6732
7096,market research,6573,6732
7095,meta computing,6573,6732
7094,documentation,6573,6732
7093,databases,6573,6732
7092,data security,6573,6732
7091,knowledge management,6573,6732
7090,informatics,6573,6732
7089,storage technology,6573,6732
7088,database technology,6573,6732
7087,data interchange,6573,6732
7086,data mining,6573,6732
7085,speech processing,6573,6732
7084,site management software,6573,6729
7083,network management software,6573,6729
7082,background applications,6573,6729
7081,toolbars,6573,6729
7080,digital wallpaper,6573,6729
7079,internet analytics,6573,6729
7078,web browsers,6573,6729
7077,server,6573,6729
7076,social networking applications,6573,6729
7075,broadband technologies,6573,6729
7074,user interfaces,6573,6729
7073,network technology,6573,6729
7072,network security software,6573,6729
7071,anti-virus software,6573,6729
7070,web applications,6573,6729
7069,online games,6573,6729
7068,adblocking software,6573,6729
7067,web statistics,6573,6729
7066,desktop applications,6573,6729
7065,screensavers,6573,6729
7064,air-freight,6558,6607
7063,modern air cargo,6558,6607
7062,counter-to-counter package,6558,6607
7061,airline,6558,6607
7060,airlift,6558,6607
7059,infrastructure,6558,6607
7058,cargo,6558,6607
7057,cargo aircraft,6558,6607
7056,aircraft,6558,6607
7055,logistics,6558,6607
7054,air-ship,6558,6607
7053,container terminal,6558,6607
7052,alicante,6558,6608
7051,shuttle ,6558,6608
7050,fighter jets,6558,6608
7049,airfare,6558,6608
7048,reservation ,6558,6608
7047,airship,6558,6608
7046,concorde ,6558,6608
7045,terminal,6558,6608
7044,precheck ,6558,6608
7043,airway,6558,6608
7042,airport,6558,6608
7041,condor ,6558,6608
7040,allegiant,6558,6608
7039,takeoff ,6558,6608
7038,airplane,6558,6608
7037,runway ,6558,6608
7036,charter,6558,6608
7035,attendant,6558,6608
7034,crew ,6558,6608
7033,alitalia,6558,6608
7032,parking,6558,6608
7031,dreamliner ,6558,6608
7030,pilot,6558,6608
7029,skymile ,6558,6608
7028,boarding,6558,6608
7027,skyscanner ,6558,6608
7026,aviation,6558,6608
7025,airline,6558,6608
7024,stopover ,6558,6608
7023,baggage,6558,6608
7022,plane ,6558,6608
7021,seat,6558,6608
7020,avion,6558,6608
7019,aircraft,6558,6608
7018,dry port,6558,6616
7017,navy,6558,6616
7016,sea boats,6558,6616
7015,crusie,6558,6616
7014,inland port,6558,6616
7013,custom ,6558,6616
7012,cargo,6558,6616
7011,jetski,6558,6616
7010,marine fishing,6558,6616
7009,transport,6558,6616
7008,seaport,6558,6616
7007,yacht,6558,6616
7006,fishing port,6558,6616
7005,kayak,6558,6616
7004,rail,6558,6615
7003,autoroute,6558,6615
7002,underbridge,6558,6615
7001,metro train,6558,6615
7000,overbridge,6558,6615
6999,rail tracks,6558,6615
6998,local train,6558,6615
6997,controlled-access highway,6558,6615
6996,pathway,6558,6615
6995,technology,6558,6615
6994,monorail,6558,6615
6993,infrastructure,6558,6615
6992,tracks,6558,6615
6991,bridge,6558,6615
6990,metro,6558,6615
6989,runway,6558,6614
6988,aircraft,6558,6614
6987,aerodrome,6558,6614
6986,seaplanes,6558,6614
6985,metro,6558,6614
6984,lounges,6558,6614
6983,vip lounge,6558,6614
6982,air traffic control centres,6558,6614
6981,landing area,6558,6614
6980,flight,6558,6614
6979,rotorcraft,6558,6614
6978,restaurants ,6558,6614
6977,hangars,6558,6614
6976,terminals,6558,6614
6975,control tower,6558,6614
6974,emergency,6558,6614
6973,taxiway bridges,6558,6614
6972,airport aprons,6558,6614
6971,heliport,6558,6614
6970,helipad,6558,6614
6969,sedan delivery,6558,6612
6968,canopy express,6558,6612
6967,heavy trucks,6558,6612
6966,mobile crane,6558,6612
6965,tow truck,6558,6612
6964,pickup truck,6558,6612
6963,tractor unit,6558,6612
6962,panel van,6558,6612
6961,sport utility vehicle,6558,6612
6960,panel truck,6558,6612
6959,dump truck,6558,6612
6958,refrigerator truck,6558,6612
6957,log carrier,6558,6612
6956,cab-forward,6558,6612
6955,medium truck,6558,6612
6954,diesel engine,6558,6612
6953,ultra light trucks,6558,6612
6952,garbage truck,6558,6612
6951,minivan,6558,6612
6950,tank truck,6558,6612
6949,off-road trucks,6558,6612
6948,concrete transport truck,6558,6612
6947,local train,6558,6611
6946,slope road,6558,6611
6945,steep road,6558,6611
6944,design,6558,6611
6943,tracks,6558,6611
6942,metro train,6558,6611
6941,freight train,6558,6611
6940,haulage,6558,6611
6939,bridge,6558,6611
6938,rail,6558,6611
6937,rail tracks,6558,6611
6936,construction,6558,6611
6935,steam ,6558,6611
6934,infrastructure,6558,6611
6933,highway,6558,6611
6932,power,6558,6611
6931,motive power,6558,6611
6930,wagon,6558,6611
6929,passenger trains,6558,6611
6928,electric trains,6558,6611
6927,monorail,6558,6611
6926,heredity,6568,6688
6925,albumin,6568,6688
6924,stem cell research,6568,6688
6923,bioscience,6568,6688
6922,actin,6568,6688
6921,biotech,6568,6688
6920,biotechnology,6568,6688
6919,genome sequencing,6568,6688
6918,dna sequencing,6568,6688
6917,ancestry,6568,6688
6916,biochemistry,6568,6688
6915,biogen,6568,6688
6914,cytometry,6568,6688
6913,carcinogen,6568,6688
6912,agarose,6568,6688
6911,catalase,6568,6688
6910,bioinformatic,6568,6688
6909,clone,6568,6688
6908,chromosome,6568,6688
6907,genetic research,6568,6688
6906,biochemic,6568,6688
6905,adenine,6568,6688
6904,medical analytical tools,6568,6690
6903,cell biology,6568,6690
6902,genomics,6568,6690
6901,molecular biology tools,6568,6690
6900,proteomics,6568,6690
6899,gene sequencing tools,6568,6690
6898,depression medication,6568,6689
6897,glucosamine,6568,6689
6896,vitamin deficiency medication,6568,6689
6895,indigestion medication,6568,6689
6894,viagra,6568,6689
6893,vitamin supplement,6568,6689
6892,ointment,6568,6689
6891,codeine,6568,6689
6890,prescription medication,6568,6689
6889,hormone medication,6568,6689
6888,citrate medication,6568,6689
6887,pregnancy medication,6568,6689
6886,acne medication,6568,6689
6885,antibiotic,6568,6689
6884,chemotherapy medication,6568,6689
6883,cough medication,6568,6689
6882,blood pressure medication,6568,6689
6881,skin care medication,6568,6689
6880,generic drugs ,6568,6689
6879,diuretic,6568,6689
6878,allergy medication,6568,6689
6877,food supplements,6568,6689
6876,multivitamin,6568,6689
6875,acid reflux medication,6568,6689
6874,herpes medication,6568,6689
6873,cholesterol medication,6568,6689
6872,herbal medication,6568,6689
6871,hepatitis medication,6568,6689
6870,nasal medication,6568,6689
6869,antidepressant,6568,6689
6868,collagen,6568,6689
6867,probiotic medication,6568,6689
6866,cold,6568,6689
6865,contraceptive medication,6568,6689
6864,antioxidant,6568,6689
6863,protein supplement,6568,6689
6862,antihistamine,6568,6689
6861,aids medication,6568,6689
6860,aspirin,6568,6689
6859,anxiety,6568,6689
6858,ache medication,6568,6689
6857,congestion medication,6568,6689
6856,laxative,6568,6689
6855,decongestant,6568,6689
6854,pharmacist,6568,6689
6853,biotin,6568,6689
6852,vaccine,6568,6689
6851,inhaler ,6568,6689
6850,folic acid,6568,6689
6849,jaundice medication,6568,6689
6848,enzymes ,6568,6689
6847,pharmacy,6568,6689
6846,constipation medication,6568,6689
6845,diarrhea medication,6568,6689
6844,bipolar,6568,6689
6843,adderall,6568,6689
6842,chemist,6568,6689
6841,calcium medication,6568,6689
6840,migraine medication,6568,6689
6839,oem,6574,6746
6838,electronic computer manufacturing,6574,6746
6837,original equipment manufacturing,6574,6746
6836,memristor,6574,6745
6835,fiber optic cable,6574,6745
6834,semiconductors,6574,6745
6833,networks,6574,6745
6832,terminals and connectors,6574,6745
6831,electromedical apparatus,6574,6745
6830,antennas,6574,6745
6829,bare printed circuit board,6574,6745
6828,transducers| sensors| detectors,6574,6745
6827,prototyping aids,6574,6745
6826,switches,6574,6745
6825,electrotherapeutic apparatus,6574,6745
6824,resonators,6574,6745
6823,crystals,6574,6745
6822,transistors,6574,6745
6821,cable assemblies,6574,6745
6820,integrated circuits,6574,6745
6819,resistors,6574,6745
6818,protection devices,6574,6745
6817,electronic component,6574,6745
6816,piezoelectric devices,6574,6745
6815,magnetic devices,6574,6745
6814,mechanical accessories,6574,6745
6813,diodes,6574,6745
6812,assemblies| modules,6574,6745
6811,optoelectronic devices,6574,6745
6810,capacitors,6574,6745
6809,counters,6574,6744
6808,adders,6574,6744
6807,field-programmable gate array,6574,6744
6806,microcontrollers,6574,6744
6805,audio and video equipment,6574,6744
6804,flip-flops,6574,6744
6803,schmitt triggers,6574,6744
6802,television broadcasting equipment,6574,6744
6801,digital signal processor,6574,6744
6800,multiplexers,6574,6744
6799,radio and television broadcasting equipment,6574,6744
6798,registers,6574,6744
6797,radio broadcasting equipment,6574,6744
6796,application-specific integrated circuit,6574,6744
